Pedido;Codigo do Cliente;Cliente;Codigo Vendedor;Vendedor;Linha;Codigo Produto;Nome Produto;Categoria;Quantidade;Preco Unitario;Percentual Desconto;Valor de venda;Venda Total;Salario total
11570;31;Anna Figo;9;Helen Brolin;2;6;Shagall Socks;Roupa Feminina;32;4,817136189;0;154,1483581;;
11572;37;Robert Bolero;9;Helen Brolin;2;65;Stretch Pants;Roupa Feminina;47;9,020357094;0;423,9567834;;
11584;1;Albert von Einstein;7;Tom Lindwall;2;40;Duck Trousers;Beb�s;42;21,390939;0;898,4194379;;
11593;1;Albert von Einstein;7;Tom Lindwall;2;34;Baywatch Swimsuit;Praia;34;8,257747479;0;280,7634143;;
11598;80;Peloto Gomez;1;Frank Roll;2;56;Slip-on Shoes;Cal�ado Feminino;59;31,6903483;0;1869,730549;;
11599;23;Jaques Wilneuve;6;Lennart Skoglund;2;21;Basket Shoes;Esportivo;41;12,98950083;0;532,5695342;;
11602;56;Herman Schlusse;8;Leif Shine;2;2;Mr2 Trousers;Roupa Masculina;47;23,6282848;0;1110,529386;;
11608;44;Klaus Deum;8;Leif Shine;2;59;Rasta WCT;Esportivo;27;9,066929616;0;244,8070996;;
11610;24;Linda Haglund;8;Leif Shine;2;66;Langoste Shirt;Roupa Feminina;51;22,48529395;0;1146,749991;;
11625;23;Jaques Wilneuve;6;Lennart Skoglund;2;18;Deuce Shirt;Beb�s;36;24,93824705;0;897,7768937;;
11631;63;George Essen;7;Tom Lindwall;2;16;Wimbledon T-Shirt;Esportivo;76;10,18327698;0;773,9290503;;
11635;39;Dieter Rummernige;9;Helen Brolin;2;59;Rasta WCT;Esportivo;28;10,02297969;0;280,6434312;;
11649;1;Albert von Einstein;8;Leif Shine;2;46;Rodbye Troje;Beb�s;42;10,95838401;0;460,2521285;;
11655;12;Victoria Abril;2;Erik Presley;2;43;Summer Shorts;Praia;8;12,27481094;0;98,19848749;;
11662;7;Julie Binoch�;4;Joan Callins;2;31;Rossi Bermuda Shorts;Roupa Masculina;31;8,673847316;0;268,8892668;;
11672;42;Joe Barry;1;Frank Roll;2;60;Game Over T-Shirt;Esportivo;65;4,053031369;0;263,447039;;
11677;73;Preben Elkjaer;9;Helen Brolin;2;59;Rasta WCT;Esportivo;51;9,870368879;0;503,3888128;;
11691;32;Ross The Boss;1;Frank Roll;2;16;Wimbledon T-Shirt;Esportivo;44;10,52253648;0;462,9916052;;
11693;5;Urra Gurra Aktersnurra;3;Rob Carsson;2;3;Chantell Shirt;Roupa Feminina;35;17,07265208;0;597,5428229;;
11697;89;Alice Chain;3;Rob Carsson;2;21;Basket Shoes;Esportivo;35;10,55520166;0;369,4320581;;
11698;44;Klaus Deum;7;Tom Lindwall;2;11;Desperado Jeans;Roupa Masculina;27;23,24799445;0;627,6958502;;
11704;62;Jorge Alemaio;3;Rob Carsson;2;35;LA. Shorts;Praia;31;6,87456951;0;213,1116548;;
11705;32;Ross The Boss;1;Frank Roll;2;1;Lenin Jeansshorts;Roupa Masculina;38;21,00477528;0;798,1814605;;
11711;5;Urra Gurra Aktersnurra;9;Helen Brolin;2;19;Squash Shorts;Esportivo;27;10,2467825;0;276,6631275;;
11718;59;Herbert Bernstorf;4;Joan Callins;2;42;Walking Shoes;Cal�ado Feminino;28;12,66036087;0;354,4901043;;
11721;76;Cheril Cow;4;Joan Callins;2;70;US-Master Jeans;Roupa Masculina;29;25,89253608;0;750,8835462;;
11722;34;Joe do Pintho;3;Rob Carsson;2;10;Sapporoo Gloves;Beb�s;74;5,969975347;0;441,7781757;;
11725;73;Preben Elkjaer;3;Rob Carsson;2;38;Le Baby Dress;Roupa Feminina;49;77,19488163;0;3782,5492;;
11729;39;Dieter Rummernige;9;Helen Brolin;2;8;Tuxedo Top;Roupa Feminina;29;21,51786536;0;624,0180954;;
11731;19;Greg Thatcher;9;Helen Brolin;2;40;Duck Trousers;Beb�s;90;18,39108186;0;1655,197367;;
11733;37;Robert Bolero;9;Helen Brolin;2;30;Baby Dark Lounge Suit;Beb�s;32;26,74519003;0;855,8460809;;
11751;80;Peloto Gomez;1;Frank Roll;2;33;Casual Boots;Esportivo;28;29,17883373;0;817,0073444;;
11755;47;Andr�s Barbanegra;3;Rob Carsson;2;16;Wimbledon T-Shirt;Esportivo;27;11,79706846;0;318,5208485;;
11758;34;Joe do Pintho;9;Helen Brolin;2;24;Samba Soccer Socks;Roupa Masculina;43;4,385004333;0;188,5551863;;
11765;25;Dieter K�ln;8;Leif Shine;2;21;Basket Shoes;Esportivo;61;8,057054402;0;491,4803185;;
11766;82;Mark Stark;1;Frank Roll;2;27;Tracksuit;Esportivo;28;44,24352263;0;1238,818634;;
11767;68;Carl Perry;6;Lennart Skoglund;2;57;Lightweight Sandals;Cal�ado Feminino;27;23,66535571;0;638,964604;;
11769;19;Greg Thatcher;3;Rob Carsson;2;61;AAA Running Shoe;Esportivo;37;27,77146507;0;1027,544207;;
11773;12;Victoria Abril;9;Helen Brolin;2;28;RDL Suit;Infantil;8;56,3668489;0;450,9347912;;
11782;37;Robert Bolero;9;Helen Brolin;2;24;Samba Soccer Socks;Roupa Masculina;29;4,172600253;0;121,0054073;;
11784;30;El Cordobes;5;Ingrid Hendrix;2;51;Summit Hiking Boots;Cal�ado Masculino;38;89,78699675;0;3411,905877;;
11793;35;Nicolas Balines;3;Rob Carsson;2;64;WFS Shoes;Cal�ado Feminino;8;35,34508674;0;282,7606939;;
11798;63;George Essen;7;Tom Lindwall;2;76;Halter Dress;Roupa Feminina;50;438,7033426;0;21935,16713;;
11804;32;Ross The Boss;1;Frank Roll;2;24;Samba Soccer Socks;Roupa Masculina;27;4,518303339;0;121,9941902;;
11808;40;Philippe de Laval;4;Joan Callins;2;33;Casual Boots;Esportivo;8;28,36091376;0;226,8873101;;
11818;80;Peloto Gomez;1;Frank Roll;2;43;Summer Shorts;Praia;8;10,33018909;0;82,64151269;;
11822;54;Don Gerardo;3;Rob Carsson;2;11;Desperado Jeans;Roupa Masculina;28;26,42241516;0;739,8276245;;
11858;34;Joe do Pintho;9;Helen Brolin;2;19;Squash Shorts;Esportivo;40;11,03389711;0;441,3558844;;
11859;73;Preben Elkjaer;3;Rob Carsson;2;43;Summer Shorts;Praia;36;11,68184429;0;420,5463944;;
11860;19;Greg Thatcher;3;Rob Carsson;2;71;Atles Lussekofta;Roupa Masculina;50;26,07986271;0;1303,993136;;
11867;42;Joe Barry;1;Frank Roll;2;13;Aino Shoes;Beb�s;69;23,9037058;0;1649,3557;;
11868;89;Alice Chain;9;Helen Brolin;2;59;Rasta WCT;Esportivo;32;7,812558739;0;250,0018797;;
11872;17;Lars von Holstein;8;Leif Shine;2;59;Rasta WCT;Esportivo;37;8,374386863;0;309,8523139;;
11875;47;Andr�s Barbanegra;3;Rob Carsson;2;57;Lightweight Sandals;Cal�ado Feminino;32;24,63586812;0;788,3477797;;
11877;80;Peloto Gomez;1;Frank Roll;2;63;Serve-Shirt;Roupa Feminina;37;22,66676551;0;838,6703238;;
11881;10;James Hendersson;1;Frank Roll;2;51;Summit Hiking Boots;Cal�ado Masculino;28;127,3671285;0;3566,279597;;
11892;19;Greg Thatcher;3;Rob Carsson;2;7;Runner Shoes;Infantil;42;42,3920588;0;1780,46647;;
11895;19;Greg Thatcher;9;Helen Brolin;2;13;Aino Shoes;Beb�s;31;28,34663159;0;878,7455791;;
11900;1;Albert von Einstein;7;Tom Lindwall;2;68;Cap;Esportivo;55;10,66778872;0;586,7283798;;
11902;89;Alice Chain;9;Helen Brolin;2;19;Squash Shorts;Esportivo;46;10,99076017;0;505,5749679;;
11908;32;Ross The Boss;1;Frank Roll;2;2;Mr2 Trousers;Roupa Masculina;8;22,19614147;0;177,5691318;;
11920;7;Julie Binoch�;5;Ingrid Hendrix;2;29;Davenport Shoes;Cal�ado Masculino;39;131,1297357;0;5114,059691;;
11977;73;Preben Elkjaer;9;Helen Brolin;2;38;Le Baby Dress;Roupa Feminina;50;94,68331789;0;4734,165894;;
12018;37;Robert Bolero;9;Helen Brolin;2;26;Bike Helmet;Esportivo;34;33,40205431;0;1135,669847;;
12023;1;Albert von Einstein;8;Leif Shine;2;42;Walking Shoes;Cal�ado Feminino;48;12,89345136;0;618,8856653;;
12050;35;Nicolas Balines;9;Helen Brolin;2;68;Cap;Esportivo;34;12,70104427;0;431,8355053;;
12070;1;Albert von Einstein;7;Tom Lindwall;2;29;Davenport Shoes;Cal�ado Masculino;37;134,7242652;0;4984,797813;;
12080;37;Robert Bolero;3;Rob Carsson;2;24;Samba Soccer Socks;Roupa Masculina;8;5,102553168;0;40,82042534;;
12096;44;Klaus Deum;7;Tom Lindwall;2;33;Casual Boots;Esportivo;37;23,92706944;0;885,3015694;;
12098;17;Lars von Holstein;7;Tom Lindwall;2;72;Oyaki Kimono;Roupa Feminina;1;10,8607642;0;10,8607642;;
12145;79;Heinz Disco;7;Tom Lindwall;2;14;Kool Sunglasses;Infantil;8;26,54362446;0;212,3489957;;
12148;76;Cheril Cow;5;Ingrid Hendrix;2;60;Game Over T-Shirt;Esportivo;44;4,13714288;0;182,0342867;;
12149;34;Joe do Pintho;3;Rob Carsson;2;39;Terence Top;Roupa Feminina;42;61,45806786;0;2581,23885;;
12153;35;Nicolas Balines;9;Helen Brolin;2;27;Tracksuit;Esportivo;27;45,44415827;0;1226,992273;;
12156;56;Herman Schlusse;8;Leif Shine;2;57;Lightweight Sandals;Cal�ado Feminino;51;17,64000108;0;899,6400553;;
12161;7;Julie Binoch�;5;Ingrid Hendrix;2;17;TieBreak Tennis shoes;Cal�ado Masculino;37;29,76066145;0;1101,144474;;
12204;2;Paco el Maco;2;Erik Presley;2;69;Tube Socks;Esportivo;1;2,566312924;0;2,566312924;;
12211;38;Al Yankovic;9;Helen Brolin;2;70;US-Master Jeans;Roupa Masculina;29;31,7399667;0;920,4590343;;
12222;8;Julio Iglesias;5;Ingrid Hendrix;2;75;Bow tie;Roupa Masculina;61;7,357535507;0;448,8096659;;
12237;73;Preben Elkjaer;3;Rob Carsson;2;33;Casual Boots;Esportivo;8;26,37598093;0;211,0078474;;
12241;63;George Essen;7;Tom Lindwall;2;8;Tuxedo Top;Roupa Feminina;64;21,2735627;0;1361,508013;;
12266;80;Peloto Gomez;1;Frank Roll;2;58;Onesy Dress;Beb�s;27;41,55243064;0;1121,915627;;
12270;32;Ross The Boss;1;Frank Roll;2;27;Tracksuit;Esportivo;45;47,18861171;0;2123,487527;;
12273;35;Nicolas Balines;3;Rob Carsson;2;13;Aino Shoes;Beb�s;65;23,50653543;0;1527,924803;;
12275;17;Lars von Holstein;8;Leif Shine;2;22;Ravellis Tr�skor;Cal�ado Feminino;58;3,691956674;0;214,1334871;;
12285;35;Nicolas Balines;9;Helen Brolin;2;75;Bow tie;Roupa Masculina;38;7,550497277;0;286,9188965;;
12291;51;James Belucci;1;Frank Roll;2;21;Basket Shoes;Esportivo;39;7,934268261;0;309,4364622;;
12302;39;Dieter Rummernige;3;Rob Carsson;2;76;Halter Dress;Roupa Feminina;31;490,8009316;0;15214,82888;;
12313;35;Nicolas Balines;9;Helen Brolin;2;2;Mr2 Trousers;Roupa Masculina;44;20,71068719;0;911,2702362;;
12322;21;Romario do Sauza;3;Rob Carsson;2;30;Baby Dark Lounge Suit;Beb�s;31;30,63260857;0;949,6108656;;
12337;48;Andrea Pamelsson;1;Frank Roll;2;59;Rasta WCT;Esportivo;1;9,452881455;0;9,452881455;;
12338;68;Carl Perry;6;Lennart Skoglund;2;29;Davenport Shoes;Cal�ado Masculino;33;131,8458877;0;4350,914294;;
12354;3;Sancho Panza;3;Rob Carsson;2;33;Casual Boots;Esportivo;31;28,62215569;0;887,2868265;;
12356;56;Herman Schlusse;7;Tom Lindwall;2;47;Lundenhagen Boots;Cal�ado Masculino;46;29,85123453;0;1373,156788;;
12363;63;George Essen;7;Tom Lindwall;2;43;Summer Shorts;Praia;40;12,83126537;0;513,2506149;;
12366;63;George Essen;7;Tom Lindwall;2;7;Runner Shoes;Infantil;84;36,85668339;0;3095,961405;;
12376;62;Jorge Alemaio;2;Erik Presley;2;24;Samba Soccer Socks;Roupa Masculina;36;4,502196482;0;162,0790734;;
12379;80;Peloto Gomez;1;Frank Roll;2;57;Lightweight Sandals;Cal�ado Feminino;49;21,16534295;0;1037,101805;;
12383;1;Albert von Einstein;8;Leif Shine;2;41;Duck Shirt;Beb�s;52;9,383967287;0;487,9662989;;
12385;19;Greg Thatcher;9;Helen Brolin;2;26;Bike Helmet;Esportivo;32;31,01416067;0;992,4531413;;
12387;9;Bernard de Gaule;5;Ingrid Hendrix;2;71;Atles Lussekofta;Roupa Masculina;32;30,10450189;0;963,3440605;;
12418;82;Mark Stark;1;Frank Roll;2;69;Tube Socks;Esportivo;37;2,502385254;0;92,58825438;;
12420;1;Albert von Einstein;7;Tom Lindwall;2;40;Duck Trousers;Beb�s;41;15,53516803;0;636,9418891;;
12423;37;Robert Bolero;3;Rob Carsson;2;30;Baby Dark Lounge Suit;Beb�s;33;27,3932775;0;903,9781575;;
12429;1;Albert von Einstein;7;Tom Lindwall;2;64;WFS Shoes;Cal�ado Feminino;27;43,74816544;0;1181,200467;;
12432;50;Marco Van Deum;4;Joan Callins;2;27;Tracksuit;Esportivo;47;36,5983387;0;1720,121919;;
12434;80;Peloto Gomez;1;Frank Roll;2;56;Slip-on Shoes;Cal�ado Feminino;71;42,00261195;0;2982,185449;;
12438;56;Herman Schlusse;8;Leif Shine;2;7;Runner Shoes;Infantil;40;36,36824366;0;1454,729747;;
12446;24;Linda Haglund;8;Leif Shine;2;66;Langoste Shirt;Roupa Feminina;50;16,11535687;0;805,7678433;;
12456;49;Luca Brassi;6;Lennart Skoglund;2;36;Mehmet-Tr�ja;Beb�s;37;7,834793025;0;289,8873419;;
12461;23;Jaques Wilneuve;6;Lennart Skoglund;2;18;Deuce Shirt;Beb�s;27;26,23984368;0;708,4757793;;
12482;42;Joe Barry;1;Frank Roll;2;13;Aino Shoes;Beb�s;8;29,61019186;0;236,8815349;;
12489;39;Dieter Rummernige;3;Rob Carsson;2;38;Le Baby Dress;Roupa Feminina;32;86,13001354;0;2756,160433;;
12491;12;Victoria Abril;2;Erik Presley;2;43;Summer Shorts;Praia;8;10,02329636;0;80,18637085;;
12502;81;Mercedes Couto;2;Erik Presley;2;68;Cap;Esportivo;27;13,10112352;0;353,7303351;;
12508;42;Joe Barry;1;Frank Roll;2;64;WFS Shoes;Cal�ado Feminino;34;35,98773219;0;1223,582895;;
12513;73;Preben Elkjaer;9;Helen Brolin;2;59;Rasta WCT;Esportivo;49;8,079040181;0;395,8729688;;
12521;39;Dieter Rummernige;9;Helen Brolin;2;3;Chantell Shirt;Roupa Feminina;47;17,63247994;0;828,7265573;;
12533;89;Alice Chain;3;Rob Carsson;2;21;Basket Shoes;Esportivo;34;8,561695197;0;291,0976367;;
12534;44;Klaus Deum;7;Tom Lindwall;2;52;Winter Boots;Cal�ado Feminino;8;78,08723923;0;624,6979139;;
12549;67;Thom� Lindao;3;Rob Carsson;2;18;Deuce Shirt;Beb�s;29;26,39283983;0;765,3923551;;
12554;59;Herbert Bernstorf;4;Joan Callins;2;42;Walking Shoes;Cal�ado Feminino;31;12,67319891;0;392,8691663;;
12558;34;Joe do Pintho;3;Rob Carsson;2;10;Sapporoo Gloves;Beb�s;74;7,047858091;0;521,5414987;;
12561;73;Preben Elkjaer;3;Rob Carsson;2;38;Le Baby Dress;Roupa Feminina;45;81,55167778;0;3669,8255;;
12567;19;Greg Thatcher;9;Helen Brolin;2;39;Terence Top;Roupa Feminina;38;77,86749286;0;2958,964729;;
12569;37;Robert Bolero;9;Helen Brolin;2;29;Davenport Shoes;Cal�ado Masculino;71;137,0428015;0;9730,038905;;
12573;35;Nicolas Balines;3;Rob Carsson;2;41;Duck Shirt;Beb�s;34;10,25023307;0;348,5079244;;
12575;34;Joe do Pintho;3;Rob Carsson;2;13;Aino Shoes;Beb�s;36;31,61781417;0;1138,24131;;
12589;69;Emilio Ilegal;5;Ingrid Hendrix;2;30;Baby Dark Lounge Suit;Beb�s;1;26,11478901;0;26,11478901;;
12593;127;Staffan Blond;3;Rob Carsson;2;63;Serve-Shirt;Roupa Feminina;44;21,29649514;0;937,045786;;
12594;34;Joe do Pintho;9;Helen Brolin;2;24;Samba Soccer Socks;Roupa Masculina;35;4,12128503;0;144,244976;;
12601;25;Dieter K�ln;8;Leif Shine;2;75;Bow tie;Roupa Masculina;51;6,530706669;0;333,0660401;;
12603;68;Carl Perry;6;Lennart Skoglund;2;57;Lightweight Sandals;Cal�ado Feminino;34;17,09960093;0;581,3864315;;
12629;35;Nicolas Balines;3;Rob Carsson;2;35;LA. Shorts;Praia;42;5,536240102;0;232,5220843;;
12633;62;Jorge Alemaio;3;Rob Carsson;2;76;Halter Dress;Roupa Feminina;68;386,3403223;0;26271,14192;;
12634;63;George Essen;7;Tom Lindwall;2;7;Runner Shoes;Infantil;49;33,92483306;0;1662,31682;;
12640;32;Ross The Boss;1;Frank Roll;2;12;Tank Swimsuit;Praia;33;8,752783695;0;288,8418619;;
12651;32;Ross The Boss;1;Frank Roll;2;24;Samba Soccer Socks;Roupa Masculina;78;4,783313238;0;373,0984325;;
12659;19;Greg Thatcher;3;Rob Carsson;2;7;Runner Shoes;Infantil;62;36,81968174;0;2282,820268;;
12662;1;Albert von Einstein;8;Leif Shine;2;21;Basket Shoes;Esportivo;77;10,84178279;0;834,8172749;;
12670;91;Boniekk Wallessa;8;Leif Shine;2;75;Bow tie;Roupa Masculina;32;8,890902122;0;284,5088679;;
12689;44;Klaus Deum;7;Tom Lindwall;2;3;Chantell Shirt;Roupa Feminina;31;25,50944423;0;790,7927712;;
12693;63;George Essen;8;Leif Shine;2;26;Bike Helmet;Esportivo;61;25,70232732;0;1567,841966;;
12694;34;Joe do Pintho;9;Helen Brolin;2;69;Tube Socks;Esportivo;32;1,829714968;0;58,55087897;;
12696;19;Greg Thatcher;3;Rob Carsson;2;71;Atles Lussekofta;Roupa Masculina;60;26,69726084;0;1601,83565;;
12704;89;Alice Chain;9;Helen Brolin;2;36;Mehmet-Tr�ja;Beb�s;41;6,900574475;0;282,9235535;;
12708;17;Lars von Holstein;8;Leif Shine;2;13;Aino Shoes;Beb�s;8;21,64832412;0;173,1865929;;
12710;23;Jaques Wilneuve;6;Lennart Skoglund;2;71;Atles Lussekofta;Roupa Masculina;37;39,07074936;0;1445,617726;;
12717;10;James Hendersson;1;Frank Roll;2;51;Summit Hiking Boots;Cal�ado Masculino;29;100,8220835;0;2923,840421;;
12728;19;Greg Thatcher;3;Rob Carsson;2;55;Feiss Fleece Trousers;Esportivo;38;37,11323674;0;1410,302996;;
12731;19;Greg Thatcher;9;Helen Brolin;2;13;Aino Shoes;Beb�s;28;26,47831517;0;741,3928248;;
12735;37;Robert Bolero;3;Rob Carsson;2;34;Baywatch Swimsuit;Praia;37;7,674334976;0;283,9503941;;
12736;1;Albert von Einstein;7;Tom Lindwall;2;68;Cap;Esportivo;63;11,54078079;0;727,0691901;;
12756;7;Julie Binoch�;5;Ingrid Hendrix;2;49;Finnish Sport Blades;Esportivo;37;21,89657348;0;810,1732189;;
12784;37;Robert Bolero;3;Rob Carsson;2;53;Jack Flash Dress;Roupa Feminina;39;63,64989953;0;2482,346082;;
12785;19;Greg Thatcher;9;Helen Brolin;2;70;US-Master Jeans;Roupa Masculina;35;31,91625074;0;1117,068776;;
12791;35;Nicolas Balines;3;Rob Carsson;2;69;Tube Socks;Esportivo;8;1,844712582;0;14,75770066;;
12792;25;Dieter K�ln;7;Tom Lindwall;2;71;Atles Lussekofta;Roupa Masculina;60;25,72191654;0;1543,314993;;
12795;79;Heinz Disco;7;Tom Lindwall;2;76;Halter Dress;Roupa Feminina;42;390,7422049;0;16411,1726;;
12798;20;Lars Saalbach;4;Joan Callins;2;63;Serve-Shirt;Roupa Feminina;72;21,07358274;0;1517,297957;;
12804;23;Jaques Wilneuve;6;Lennart Skoglund;2;62;Lace Shoes;Esportivo;38;30,48154174;0;1158,298586;;
12813;73;Preben Elkjaer;9;Helen Brolin;2;77;Wrap Skirt;Roupa Feminina;37;12,1952692;0;451,2249603;;
12814;63;George Essen;7;Tom Lindwall;2;47;Lundenhagen Boots;Cal�ado Masculino;55;31,68118443;0;1742,465144;;
12825;37;Robert Bolero;9;Helen Brolin;2;50;Finnish Swimsuit;Praia;41;20,65998349;0;847,0593231;;
12826;44;Klaus Deum;7;Tom Lindwall;2;56;Slip-on Shoes;Cal�ado Feminino;37;40,48973907;0;1498,120345;;
12843;32;Ross The Boss;1;Frank Roll;2;65;Stretch Pants;Roupa Feminina;41;12,18751074;0;499,6879402;;
12845;7;Julie Binoch�;4;Joan Callins;2;62;Lace Shoes;Esportivo;32;26,47631108;0;847,2419545;;
12854;37;Robert Bolero;9;Helen Brolin;2;26;Bike Helmet;Esportivo;29;33,8225096;0;980,8527785;;
12855;84;Pierre Robert;5;Ingrid Hendrix;2;72;Oyaki Kimono;Roupa Feminina;40;14,26810032;0;570,7240127;;
12875;63;George Essen;8;Leif Shine;2;53;Jack Flash Dress;Roupa Feminina;31;61,14363505;0;1895,452687;;
12877;67;Thom� Lindao;2;Erik Presley;2;60;Game Over T-Shirt;Esportivo;44;6,077775439;0;267,4221193;;
12882;35;Nicolas Balines;9;Helen Brolin;2;51;Summit Hiking Boots;Cal�ado Masculino;29;87,91982214;0;2549,674842;;
12884;25;Dieter K�ln;8;Leif Shine;2;59;Rasta WCT;Esportivo;28;9,00685483;0;252,1919352;;
12886;35;Nicolas Balines;9;Helen Brolin;2;59;Rasta WCT;Esportivo;68;9,990745276;0;679,3706788;;
12893;44;Klaus Deum;8;Leif Shine;2;77;Wrap Skirt;Roupa Feminina;29;14,70014578;0;426,3042275;;
12898;58;Francisca Font Barcel�;8;Leif Shine;2;67;Minnki P�lsii;Roupa Feminina;35;63,66639109;0;2228,323688;;
12910;82;Mark Stark;1;Frank Roll;2;20;Tennis Suit;Esportivo;37;75,85379022;0;2806,590238;;
12911;63;George Essen;8;Leif Shine;2;16;Wimbledon T-Shirt;Esportivo;46;8,776687925;0;403,7276445;;
12916;37;Robert Bolero;3;Rob Carsson;2;24;Samba Soccer Socks;Roupa Masculina;8;4,938042925;0;39,5043434;;
12926;59;Herbert Bernstorf;4;Joan Callins;2;17;TieBreak Tennis shoes;Cal�ado Masculino;47;26,40681671;0;1241,120385;;
12934;17;Lars von Holstein;7;Tom Lindwall;2;72;Oyaki Kimono;Roupa Feminina;1;10,07679934;0;10,07679934;;
12935;63;George Essen;8;Leif Shine;2;13;Aino Shoes;Beb�s;8;26,63690924;0;213,0952739;;
12936;63;George Essen;8;Leif Shine;2;3;Chantell Shirt;Roupa Feminina;58;17,93144043;0;1040,023545;;
12942;84;Pierre Robert;4;Joan Callins;2;62;Lace Shoes;Esportivo;47;31,20779303;0;1466,766273;;
12957;79;Heinz Disco;8;Leif Shine;2;51;Summit Hiking Boots;Cal�ado Masculino;52;103,2713467;0;5370,110028;;
12965;44;Klaus Deum;8;Leif Shine;2;76;Halter Dress;Roupa Feminina;33;377,1213407;0;12445,00424;;
12981;79;Heinz Disco;7;Tom Lindwall;2;51;Summit Hiking Boots;Cal�ado Masculino;46;102,088981;0;4696,093125;;
12984;76;Cheril Cow;5;Ingrid Hendrix;2;60;Game Over T-Shirt;Esportivo;39;4,383515291;0;170,9570963;;
12991;13;Speedy Gonzales;3;Rob Carsson;2;37;Mehmet-Skor;Beb�s;1;4,671497655;0;4,671497655;;
12997;7;Julie Binoch�;5;Ingrid Hendrix;2;17;TieBreak Tennis shoes;Cal�ado Masculino;32;23,60426032;0;755,3363301;;
13006;85;Henry Renault;5;Ingrid Hendrix;2;72;Oyaki Kimono;Roupa Feminina;8;11,5802218;0;92,64177443;;
13013;69;Emilio Ilegal;4;Joan Callins;2;19;Squash Shorts;Esportivo;1;9,430503936;0;9,430503936;;
13015;46;Tony Montana;2;Erik Presley;2;60;Game Over T-Shirt;Esportivo;32;4,540472139;0;145,2951085;;
13021;1;Albert von Einstein;8;Leif Shine;2;3;Chantell Shirt;Roupa Feminina;27;23,67572136;0;639,2444767;;
13029;7;Julie Binoch�;4;Joan Callins;2;39;Terence Top;Roupa Feminina;74;70,16720717;0;5192,373331;;
13034;32;Ross The Boss;1;Frank Roll;2;17;TieBreak Tennis shoes;Cal�ado Masculino;41;26,2013508;0;1074,255383;;
13036;80;Peloto Gomez;1;Frank Roll;2;49;Finnish Sport Blades;Esportivo;33;24,29715242;0;801,80603;;
13040;2;Paco el Maco;2;Erik Presley;2;69;Tube Socks;Esportivo;1;2,36935063;0;2,36935063;;
13047;38;Al Yankovic;9;Helen Brolin;2;70;US-Master Jeans;Roupa Masculina;36;28,81910858;0;1037,487909;;
13051;80;Peloto Gomez;1;Frank Roll;2;76;Halter Dress;Roupa Feminina;35;381,3728869;0;13348,05104;;
13058;8;Julio Iglesias;5;Ingrid Hendrix;2;75;Bow tie;Roupa Masculina;55;9,254861017;0;509,0173559;;
13073;73;Preben Elkjaer;3;Rob Carsson;2;33;Casual Boots;Esportivo;8;26,32775651;0;210,6220521;;
13077;63;George Essen;7;Tom Lindwall;2;8;Tuxedo Top;Roupa Feminina;65;21,00635084;0;1365,412804;;
13088;86;Ralf Schumaker;7;Tom Lindwall;2;31;Rossi Bermuda Shorts;Roupa Masculina;27;8,031960504;0;216,8629336;;
13106;32;Ross The Boss;1;Frank Roll;2;27;Tracksuit;Esportivo;45;48,07990931;0;2163,595919;;
13108;59;Herbert Bernstorf;4;Joan Callins;2;73;Mehmet-Napp;Beb�s;27;1,398789167;0;37,76730751;;
13109;35;Nicolas Balines;3;Rob Carsson;2;13;Aino Shoes;Beb�s;70;23,59738753;0;1651,817127;;
13111;17;Lars von Holstein;8;Leif Shine;2;22;Ravellis Tr�skor;Cal�ado Feminino;43;4,14486598;0;178,2292371;;
13115;32;Ross The Boss;1;Frank Roll;2;40;Duck Trousers;Beb�s;41;15,39808635;0;631,3215405;;
13120;19;Greg Thatcher;3;Rob Carsson;2;10;Sapporoo Gloves;Beb�s;60;7,492661116;0;449,559667;;
13127;51;James Belucci;1;Frank Roll;2;21;Basket Shoes;Esportivo;40;7,910979903;0;316,4391961;;
13144;79;Heinz Disco;7;Tom Lindwall;2;4;Rossi Shorts;Roupa Feminina;28;25,19658455;0;705,5043674;;
13149;35;Nicolas Balines;9;Helen Brolin;2;40;Duck Trousers;Beb�s;69;22,01456558;0;1519,005025;;
13155;61;Giovanni Santhos;3;Rob Carsson;2;19;Squash Shorts;Esportivo;27;10,88034249;0;293,7692472;;
13158;21;Romario do Sauza;3;Rob Carsson;2;30;Baby Dark Lounge Suit;Beb�s;36;26,04736181;0;937,705025;;
13165;32;Ross The Boss;1;Frank Roll;2;60;Game Over T-Shirt;Esportivo;29;5,80971936;0;168,4818614;;
13178;25;Dieter K�ln;7;Tom Lindwall;2;46;Rodbye Troje;Beb�s;64;15,49367674;0;991,5953116;;
13183;25;Dieter K�ln;8;Leif Shine;2;14;Kool Sunglasses;Infantil;37;21,29533679;0;787,9274614;;
13186;37;Robert Bolero;9;Helen Brolin;2;33;Casual Boots;Esportivo;33;26,00871625;0;858,2876364;;
13189;32;Ross The Boss;1;Frank Roll;2;64;WFS Shoes;Cal�ado Feminino;27;32,32272585;0;872,713598;;
13190;3;Sancho Panza;3;Rob Carsson;2;33;Casual Boots;Esportivo;29;29,07743476;0;843,2456082;;
13192;56;Herman Schlusse;7;Tom Lindwall;2;60;Game Over T-Shirt;Esportivo;35;5,512991141;0;192,9546899;;
13202;63;George Essen;7;Tom Lindwall;2;70;US-Master Jeans;Roupa Masculina;43;27,65105874;0;1188,995526;;
